title,authors,Annee,Pays,Journal,Quartile,Citations,Impact_Score,abstract_
Universal Basic Income in a Blockchain-Based Community Currency,"Sowelu Avanzo, Teodoro Criscione, Julio Linares, Claudio Schifanella",2023,Canada,ACM Digital Library,Q1,97,9.78,N/A
A Systematic Review of Blockchain-Based Privacy-Preserving Reputation Systems for IoT Applications,"Haitham Mahmoud, Junaid Arshad, Adel Aneiba",2024,China,ACM Digital Library,Q3,61,4.72,N/A
Blockchain-based vaccination certificates management,"Charalampos Bampalas, Konstantinos Rantos",2023,Germany,ACM Digital Library,Q2,29,2.45,N/A
Smart Contract Development Model and the Future of Blockchain Technology,"Richard Richard, Harjanto Prabowo, Agung Trisetyarso, Benfano Soewito",2021,UK,ACM Digital Library,Q2,49,2.94,N/A
The Assessment of the State of Automated Testing in Blockchain-based Systems: A Review,"Nadiah Arsat, Normi Sham Awang Abu Bakar, Norzariyah Yahya",2024,Germany,ACM Digital Library,Q3,11,1.64,N/A
Blockchain for Software Maintainability in Healthcare,"Gokul Yenduri, Rajesh Kaluri, Thippa Reddy Gadekallu, Mufti Mahmud, David J. Brown",2023,UK,ACM Digital Library,Q4,166,8.77,N/A
Digital Upgrade of Agricultural Product Quality and Safety Traceability System Based on Blockchain,Liubo Hu,2024,Brazil,ACM Digital Library,Q3,77,4.33,N/A
Optimizing Blockchain Analysis: Tackling Temporality and Scalability with an Incremental Approach with Metropolis-Hastings Random Walks,"Junliang Luo, Xue Liu",2025,China,ACM Digital Library,Q1,76,5.09,N/A
Analyzing the Real-World Security of the Algorand Blockchain,"Erica Blum, Derek Leung, Julian Loss, Jonathan Katz, Tal Rabin",2023,India,ACM Digital Library,Q4,30,3.82,N/A
Blockchain for Data Science,"Jiameng Liu, Shaoliang Peng, Chengnian Long, Lijun Wei, Yunhao Liu, + 1",2020,France,ACM Digital Library,Q3,88,5.23,N/A
BMIF: Privacy-preserving Blockchain-based Medical Image Fusion,"Tao Xiang, Honghong Zeng, Biwen Chen, Shangwei Guo",2023,India,ACM Digital Library,Q3,1,1.41,N/A
FL-R: An Interoperability Solutions for Blockchain Federated Learning,"Songze Wu, Kaiye Li, Chi Zhang",2024,China,ACM Digital Library,Q3,52,5.28,N/A
Commodity Traceability in Cross-border E-commerce Based on Blockchain Smart Contracts,"Zhiyong Chen, Yingying Ning",2024,Canada,ACM Digital Library,Q3,117,9.04,N/A
The Study of Multi-type Computing Power Trading Mechanism in Computing Power Network Based on Blockchain and Combinatorial Double Auction,"Yue Zhao, Jizhi Wang, Lingrui Kong, Tongtong Sui",2024,Germany,ACM Digital Library,Q1,17,1.63,N/A
Practical Application and Evaluation of Atomic Swaps for Blockchain-based Recommender Systems,"Andrea Lisi, Andrea De Salve, Paolo Mori, Laura Ricci",2021,USA,ACM Digital Library,Q1,63,9.09,N/A
Blockchain Feels,Renee Carmichael,2022,Brazil,ACM Digital Library,Q3,143,9.58,N/A
A Tool for Moving Blockchain Computations Off-Chain,"Christian Liu, Peter Bodorik, Dawn Jutla",2021,India,ACM Digital Library,Q1,29,2.09,N/A
Red gold traceability,"Mohammad Rowhani Sistani, Pierluigi Gallo, Maria Timoshina",2024,Canada,ACM Digital Library,Q3,23,1.79,N/A
Analyzing User Migration in Blockchain Online Social Networks through Network Structure and Discussion Topics of Communities on Multilayer Networks,"Cheick Tidiane Ba, Manuel Dileo, Alessia Galdeman, Matteo Zignani, Sabrina Gaito",2025,Canada,ACM Digital Library,Q3,67,6.76,N/A
AASC: Activity-Adjusted Stake Consensus for Scalable IoT Blockchains,"Susmita Mondal, Adarsh Raj Shrivastava, Jatin Lohar, Suchetana Chakraborty",2026,UK,ACM Digital Library,Q4,121,7.61,N/A
"Engineering Blockchain-based Software Systems: Foundations, Survey, and Future Directions","Mahdi Fahmideh, John Grundy, Aakash Ahmad, Jun Shen, Jun Yan, + 6",2022,France,ACM Digital Library,Q2,65,8.24,N/A
A Framework for User-Centric Visualisation of Blockchain Transactions in Critical Infrastructure,"Samantha Tharani Jeyakumar, Ryan Ko, Vallipuram Muthukkumarasamy",2023,Brazil,ACM Digital Library,Q1,70,8.75,N/A
Research on the Teaching System of Electrical “1+X” Certificate Based on Blockchain,"Chao Peng, Xiaobin Qin, Pengdan Ge",2025,UK,ACM Digital Library,Q4,51,5.15,N/A
A semantic blockchain-based system for drug traceability,"Maroua Masmoudi, Thamer Mecharnia, Redouane Bouhamoum, + 4",2023,Germany,ACM Digital Library,Q1,146,9.75,N/A
Blockchain Analysis Tool of a Cryptocurrency,"Robert Werner, Sebastian Lawrenz, Andreas Rausch",2020,Brazil,ACM Digital Library,Q2,25,1.25,N/A
Study on the Credit Evaluation Algorithm for International Trade Enterprises Utilizing Blockchain Technology,Fei Chen,2025,Canada,ACM Digital Library,Q1,63,7.94,N/A
Using Blockchain for Incentive-Driven FHIR-based Health Record Exchange,"Moritz Rosar, Kun-Ta Chuang",2024,India,ACM Digital Library,Q1,112,6.6,N/A
A Blockchain Architecture to Increase the Resilience of Industrial Control Systems from the Effects of a Ransomware Attack: A Proposal and Initial Results,"Stephen S. Kirkman, Steven Fulton, Jeffrey Hemmes, Christopher Garcia, + 1",2024,Canada,ACM Digital Library,Q2,47,7.89,N/A
Application of Blockchain Equity System for Machine Learning and Network Security,"Kanghua Peng, Jincheng Shi, Yifang Qiao",2024,Canada,ACM Digital Library,Q1,7,7.88,N/A
Blockchain Oracles: Implications for Smart Contracts in Legal Reasoning and Addressing the Oracle Problem,"Minh Vu Nguyen, Ngoc Thuy Le, Dung Duong, Yannan Li, Madhav Mukherjee",2023,USA,ACM Digital Library,Q1,90,6.0,N/A
Smart Mining and Consensus Protocols in Blockchain-enabled Industrial Cyber-Physical Systems: A Survey,"Salah Eddine Elgharbi, Samir Ouchani, Abderrahim Ait Wakrime, Yassine Ouhammou",2024,Canada,ACM Digital Library,Q2,56,6.29,N/A
A Review on Scalability of Blockchain,"Di Yang, Chengnian Long, Han Xu, Shaoliang Peng",2020,Germany,ACM Digital Library,Q2,73,9.23,N/A
How Can Incentive Mechanisms and Blockchain Benefit with Each Other? A Survey,"Rong Han, Zheng Yan, Xueqin Liang, Laurence T. Yang",2022,USA,ACM Digital Library,Q3,126,7.05,N/A
How Does Blockchain Security Dictate Blockchain Implementation?,"Andrew Lewis-Pye, Tim Roughgarden",2021,UK,ACM Digital Library,Q1,12,6.09,N/A
Interoperable Healthcare with Blockchain: A Data Transfer Model,"Niranjan Sahi, Anda Liang, Sean Mchale, Wyn Van Devanter, Peng Zhang",2023,India,ACM Digital Library,Q2,62,6.95,N/A
Audita: A Blockchain-based Auditing Framework for Off-chain Storage,"Danilo Francati, Giuseppe Ateniese, Abdoulaye Faye, Andrea Maria Milazzo, + 3",2021,Germany,ACM Digital Library,Q2,27,4.51,N/A
Research on Information System Management Security Architecture Based on Blockchain Technology,"Zebin Wen, Kun Nie, Jiuyang Zhang, Hongli Wang",2024,Canada,ACM Digital Library,Q4,14,0.76,N/A
Construction of a design cross-disciplinary resource integration platform based on blockchain,"Jian Rao, Juan Peng",2025,India,ACM Digital Library,Q1,89,7.42,N/A
"Blockchain-Based Digital Twins: Research Trends, Issues, and Future Challenges","Sabah Suhail, Rasheed Hussain, Raja Jurdak, Alma Oracevic, Khaled Salah, + 2",2022,USA,ACM Digital Library,Q4,1,1.92,N/A
Blockchain and Fog Access Point Integrated Healthcare System for Contact Tracing and Infection Probability Evaluation,"Moirangthem Biken Singh, Suraj Mahawar, Himanshu Singh, Shilpi Kumari, + 1",2024,India,ACM Digital Library,Q1,141,8.86,N/A
User migration prediction in blockchain socioeconomic networks using graph neural networks,"Cheick Tidiane Ba, Alessia Galdeman, Manuel Dileo, Matteo Zignani, Sabrina Gaito",2023,Canada,ACM Digital Library,Q2,91,4.82,N/A
Understanding the Use of Blockchain in Medical Data Security: A Systematic Literature Review,"Ali Gunawan, Given Name Richard, Gabriele Aurellia Susanto, Aldo Saputra, + 1",2023,Germany,ACM Digital Library,Q4,97,9.77,N/A
Research on Blockchain Financial Derivatives Cluster,"Shurui Zhang, Ji'an Tang, Qiao Hu, Feng Liu",2021,China,ACM Digital Library,Q3,39,5.66,N/A
AlphaBlock: An Evaluation Framework for Blockchain Consensus Algorithms,"Zhijie Ren, Haitao Xiang, Ziheng Zhou, Ning Wang, Hanqing Jin",2021,USA,ACM Digital Library,Q2,84,8.45,N/A
An Algorithm and Architecture Co-design for Accelerating Smart Contracts in Blockchain,"Rui Pan, Chubo Liu, Guoqing Xiao, Mingxing Duan, Keqin Li, Kenli Li",2023,France,ACM Digital Library,Q3,39,3.07,N/A
Blockchain in Action: Enhancing Transparency and Traceability in the Pharmaceutical Supply Chain - A Case Study from Vietnam,"Trong Tien Hoang, Cong Doan Truong",2024,France,ACM Digital Library,Q2,131,7.73,N/A
Research on Data storage Security based on Blockchain technology and distributed storage technology,"Shanqi Zheng, Yushi Zhang, Xiaobo Huang, Wei Sun, Jingxin Zhang",2024,USA,ACM Digital Library,Q1,16,5.65,N/A
A Performance Measurement and Optimization Mechanism for Blockchain Mining Pool System,"Xiaopeng Li, Zhuo Li",2021,UK,ACM Digital Library,Q4,81,5.45,N/A
"Research on the integration effect of blockchain technology, cross-border e-commerce, and productive service outsourcing --- from the perspective of the Bay Area","Shiue-Hung Lin, Xiaoli Huang",2025,Brazil,ACM Digital Library,Q4,34,2.15,N/A
Blockchain based Big Data Platform of City Brain,"Yu Liu, Junfang Zeng",2021,China,ACM Digital Library,Q4,52,5.79,N/A
A Secure and Efficient Blockchain-Based Data Sharing Scheme for Location Data,"Zirui Hu, Yuhan Yang, Jing Wu, Chengnian Long",2022,India,ACM Digital Library,Q1,30,1.89,N/A
Detecting Smart Ponzi Schemes on Blockchain using Machine Learning: A Comprehensive Survey,"Dheeraj Kumar, Marimuthu Palaniswami, Vallipuram Muthukkumarasamy",2025,Brazil,ACM Digital Library,Q2,131,7.73,N/A
Post quantum identity authentication mechanism in blockchain,"Peng Duan, Bo Zhou",2023,USA,ACM Digital Library,Q4,23,4.72,N/A
Leveraging Blockchain for Enhanced Security in IOB Data Management,"Btissam Zerhari, Kebira Azbeg, Said Jai Andaloussi, Ouail Ouchetto",2023,Germany,ACM Digital Library,Q2,99,5.51,N/A
Data Privacy Protection and Sharing in Smart Grid Based on Blockchain Technology,"Wei Sun, Yu Wang, Junjie Ma, Xin Wang, Weihao Shi, Fei Jiao, Ningbo Liu",2023,India,ACM Digital Library,Q2,107,5.39,N/A
Research on the Scheme Design and Strategy of Supply Chain Financial Security Based on Blockchain,Qing Cao,2024,Canada,ACM Digital Library,Q1,38,9.69,N/A
OTI-IoT: A Blockchain-based Operational Threat Intelligence Framework for Multi-vector DDoS Attacks,"Aswani Aguru, Suresh Erukala",2024,France,ACM Digital Library,Q2,62,3.88,N/A
Blockchain Strategy for Multi-level Interoperability in Public Safety Scenario,"Stefano Loss, Nelio Cacho, Frederico Lopes",2023,USA,ACM Digital Library,Q1,100,5.92,N/A
Chord: Towards a Unified Detection of Blockchain Transaction Parallelism Bugs,"Yuanhang Zhou, Zhen Yan, Yuanliang Chen, Fuchen Ma, Ting Chen, Yu Jiang",2025,Brazil,ACM Digital Library,Q1,46,9.23,N/A
Reproducibility Report for the Paper: “RBlockSim: Parallel and Distributed Simulation for Blockchain Benchmarking”,"Gong Chen, Xiaoyu Guo",2025,Brazil,ACM Digital Library,Q1,147,7.74,N/A
Blockchain Analytics Reference Architecture for FinTech - A Positioning Paper,Ahmed S. Elsheikh,2022,UK,ACM Digital Library,Q2,67,4.48,N/A
Time-Efficient Blockchain-Based Federated Learning,"Rongping Lin, Fan Wang, Shan Luo, Xiong Wang, Moshe Zukerman",2024,Germany,ACM Digital Library,Q2,8,1.7,N/A
A Blockchain-based EHR System for Interhospital Communication and Patient Data Ownership Empowerment,"Mary Jane C. Samonte, Jim Daniel A. Giron, Ma. Michelle A. Pantoja, + 1",2023,UK,ACM Digital Library,Q1,9,1.02,N/A
Blockchain-enabled Parametric Solar Energy Insurance via Remote Sensing,"Mingyu Hao, Keyang Qian, Sid Chi-Kin Chau",2023,USA,ACM Digital Library,Q3,117,9.82,N/A
Blockchain Enabled IoT Edge Computing,Pankaj Mendki,2020,Germany,ACM Digital Library,Q4,23,7.7,N/A
ESM2-Tree: An maintenance efficient authentication data structure in blockchain,"Yuzhou Fang, Liang Cai, Weiwei Qiu, Fanglei Huang, Huaihai Hui",2023,China,ACM Digital Library,Q2,46,5.2,N/A
Implementation of Fault-Tolerance Mechanism in Quorum-Based Blockchain Provisioning in Cloud Infrastructure Using Replication and Monitoring Protocols,"Rosyida Salicha Rusdarto Putri, Adhitya Bhawiyuga, Sabriansyah Rizqika Akbar, + 3",2023,India,ACM Digital Library,Q2,125,9.62,N/A
A Novel Multi-Winner Auction-based Transaction Mechanism for Blockchain Storage Networks,"Lu Liu, Xuan Liu, Yong Yuan, Dong Yang, Yuanyuan Ke",2025,France,ACM Digital Library,Q2,22,5.56,N/A
Facilitating Serverless Match-based Online Games with Novel Blockchain Technologies,"Feijie Wu, Ho Yin Yuen, Henry Chan, Victor C. M. Leung, Wei Cai",2023,France,ACM Digital Library,Q1,58,2.92,N/A
A Brief History of Blockchain Interoperability,"Rafael Belchior, Jan Süßenguth, Qi Feng, Thomas Hardjono, + 2",2024,Germany,ACM Digital Library,Q2,16,1.83,N/A
Supporting Interface Experimentation for Blockchain Applications,"Michael Froehlich, Benjamin Moser, Florian Alt, Albrecht Schmidt",2022,India,ACM Digital Library,Q2,7,0.71,N/A
Blockchain Technology Enabling Applications in Smart Agriculture,"Meilin Guo, Heng Tang, Xiaoyan Guo",2024,India,ACM Digital Library,Q1,13,2.25,N/A
Image Forgery Detection using Convolutional Neural Networks and Blockchain Technology,"Luay Ibrahim Khalaf, Mustafa Lateef Fadhil Jumaili, + 4",2024,Germany,ACM Digital Library,Q1,13,0.85,N/A
Security Analysis of Sharding in Blockchain with PBFT Consensus,"Xinling Li, Haoxiang Luo, Jingshan Duan",2022,Canada,ACM Digital Library,Q2,15,7.93,N/A
A Reliable Blockchain Computation Offloading Scheme for Internet of Things,"Chuanjian Yao, Youquan Xian, Chunpei Li, Dongcheng Li, Boyi Wang, Ying Zhao",2023,USA,ACM Digital Library,Q1,73,6.72,N/A
Blockchain-Based Federated Learning for Securing Internet of Things: A Comprehensive Survey,"Wael Issa, Nour Moustafa, Benjamin Turnbull, Nasrin Sohrabi, Zahir Tari",2023,China,ACM Digital Library,Q1,188,9.9,N/A
The Brazilian Blockchain Network and CBDC: searching for creating a Digital Public Infrastructure,"Vanessa Da Rocha Santos Almeida, Marie Anne Macadar",2024,China,ACM Digital Library,Q1,151,7.58,N/A
Optimization Methods for the Lifecycle Cost of Electrical Engineering Projects Based on 5G and Blockchain Technologies,"Ruyu Zhang, Ping Zhang, Jin Pan, Qi Xue",2025,UK,ACM Digital Library,Q2,40,8.05,N/A
Blockchain-based Cybersecurity for Smart Manufacturing in Industry 4.0: Technology-Organization-Environment Approach,"Dhanya Pramod, Vijayakumar Bharathi S, Kanchan Pranay Patil",2023,USA,ACM Digital Library,Q3,92,5.77,N/A
A Comparative Study of Blockchain-Based DNS Design,"Yang Liu, Yuwen Zhang, Siyu Zhu, Cheng Chi",2020,Brazil,ACM Digital Library,Q3,23,5.98,N/A
Shedding Light on Shadows: Automatically Tracing Illicit Money Flows on EVM-Compatible Blockchains,"Yicheng Huo, Yufeng Hu, Yajin Zhou, Ting Yu, Lei Wu, Cong Wang",2025,UK,ACM Digital Library,Q4,38,3.89,N/A
The research on low-carbon supply chain promotion mechanism of manufacturing industry in Zhejiang Province from the perspective of Blockchain technology,Lingli Yang,2025,Canada,ACM Digital Library,Q1,10,1.49,N/A
"A New Look at Blockchain Leader Election: Simple, Efficient, Sustainable and Post-Quantum","Muhammed F. Esgin, Oguzhan Ersoy, Veronika Kuchta, Julian Loss, + 4",2023,Brazil,ACM Digital Library,Q1,26,4.41,N/A
A Survey of Blockchain Consensus Protocols,"Jie Xu, Cong Wang, Xiaohua Jia",2023,Germany,ACM Digital Library,Q1,38,4.29,N/A
Risk allocation of intellectual property pledge financing based on blockchain technology: An evolutionary strategy study,"Ruoshu Wang, Baiqing Sun",2023,China,ACM Digital Library,Q1,15,1.2,N/A
Blockchain-based cable supply chain traceability system,"Xiaohong Qiu, Zhiwei Tian",2022,Brazil,ACM Digital Library,Q2,16,3.21,N/A
Design and Development of a Mobile Dapp for Mobile Crowdsensing over EVM-enabled Blockchains,"Lorenzo Gigli, Federico Montori, Giacomo Galletti, Luca Sciullo, Luca Bedogni",2024,Germany,ACM Digital Library,Q3,10,1.14,N/A
Research on Blockchain-Based Multi-Chain Storage Technology for Industrial Internet of Things Data,"Sheping Zhai, Faxin Liu, Jiaying Lian, Rui Yang",2024,India,ACM Digital Library,Q1,23,3.97,N/A
Enhancing Maritime Data Standardization and Integrity Using Docker and Blockchain,"Shuai Wang, Nikita Karandikar, Knut Erik Knutsen, Xiao Gang Tony Tong, + 2",2023,Germany,ACM Digital Library,Q1,10,3.63,N/A
Simulating Difficulty Adjustment in Blockchain with SimBlock,"Zi Hau Chin, Timothy Tzen Vun Yap, Ian K. T. Tan",2020,China,ACM Digital Library,Q1,90,6.05,N/A
Blockchain-based Secure Storage and Cross-domain Sharing Mechanism for Medical Image Data,"Chuanjia Yao, Rong Jiang, Leijin Long, Jianhang Dong, Chenguang Wang",2024,China,ACM Digital Library,Q2,77,4.85,N/A
Blockchain Use Case in Ballistics and Crime Gun Tracing and Intelligence: Toward Overcoming Gun Violence,"Patricia Akello, Naga Vemprala, Nicole Lang Beebe, Kim-Kwang Raymond Choo",2023,China,ACM Digital Library,Q3,162,8.11,N/A
Combating Identity Attacks in Online Social Networks: A Multi-Layered Framework Using Zero-Knowledge Proof and Permissioned Blockchain,"Md Jahangir Alam, Ismail Hossain, Sai Puppala, Sajedul Talukder",2024,UK,ACM Digital Library,Q1,108,6.39,N/A
Production Decision and Blockchain Introduction Strategy of New Energy Vehicle Enterprises Considering Consumer Quality Distrust,"Cong Liu, Yiran Fan",2025,UK,ACM Digital Library,Q3,92,6.63,N/A
Blockchain Technology Research Hotspots from the Perspective of Smart City,"Feng LIU, Hao-yang FAN",2022,France,ACM Digital Library,Q1,23,5.77,N/A
"Congestion, Scaling and the Market for Shards in Blockchains",Nicola Dimitri,2025,Germany,ACM Digital Library,Q1,56,5.15,N/A
A Blockchain-Based Deposit System to Reduce WEE,"Sebastian Lawrenz, Vera Stein, Lukas Jacobs, Andreas Rausch",2020,UK,ACM Digital Library,Q2,48,4.84,N/A
Blockchain Based Digital Evidence Chain of Custody,"Wenqi Yan, Jiachen Shen, Zhenfu Cao, Xiaolei Dong",2020,USA,ACM Digital Library,Q3,2,0.54,N/A
Research on Enterprise Digital Economy Management System Based on Blockchain Technology under Artificial Intelligence,Huizhen Xu,2024,Canada,ACM Digital Library,Q4,48,6.1,N/A
On Frontrunning Risks in Batch-Order Fair Systems for Blockchains,"Eunchan Park, Taeung Yoon, Hocheol Nam, Deepak Maram, Min Suk Kang",2025,UK,ACM Digital Library,Q1,91,6.55,N/A
Blockchain-based solutions for Cloud Computing Security: A Survey,"Sarah AlMuraytib, Linah Alqurashi, Samia Snoussi",2023,Brazil,ACM Digital Library,Q1,35,8.8,N/A
Privacy Protection Technology in Supply Chain-oriented Blockchain,"Zhen Sun, Bo Liu, Boyang Zhang, Faguo Wu, Bo Zhou, Hao Wu",2023,UK,ACM Digital Library,Q2,20,1.72,N/A
Investigations of Top-Level Domain Name Collisions in Blockchain Naming Services,"Daiki Ito, Yuta Takata, Hiroshi Kumagai, Masaki Kamizono",2024,China,ACM Digital Library,Q4,63,5.79,N/A
Runtime Hook on Blockchain and Smart Contract Systems,"Wei-Ting Lin, Shun-Wen Hsiao, Fang Yu",2020,UK,ACM Digital Library,Q2,83,5.57,N/A
Strategic blockchain choice across competing supply chains,"Jianhua Ma, Huiling Zhu, Yinkui Cheng, Jiaqi Lai, Wen Yang",2024,USA,ACM Digital Library,Q1,148,9.3,N/A
An Anonymous Transmission Algorithm Named Ripple Spreading for Blockchain,"Yongwang Zhou, Zhuchao Yu, Yixiao Lan, Yuxin Guo, Ruinan Chen",2020,UK,ACM Digital Library,Q2,71,8.98,N/A
Blockchain as a Dissipative System and Cognitive Space,"Kuan Li, Chenglie Du, Zhenguo Li",2020,UK,ACM Digital Library,Q4,10,1.18,N/A
Blockchain technology as a tool for online elections,"Aniyar, A. Kaliyev, Ainur, K. Zhumadillayeva",2024,France,ACM Digital Library,Q4,13,1.34,N/A
BACKM-EHA: A Novel Blockchain-enabled Security Solution for IoMT-based E-healthcare Applications,"Mohammad Wazid, Prosanta Gope",2023,Brazil,ACM Digital Library,Q4,5,5.53,N/A
Blockchain Enabled SDN Framework for Security Management in 5G Applications,"Debashis Das, Sourav Banerjee, Kousik Dasgupta, Pushpita Chatterjee, + 2",2023,USA,ACM Digital Library,Q2,59,3.97,N/A
Blockchain Adoption for Plea Bargaining of Corporate Crime in Indonesia,"Henry Dianto P. Sinaga, Andhy H. Bolifaar",2020,Germany,ACM Digital Library,Q1,93,7.83,N/A
Modelling a Blockchain for Smart Contract Verification using DeepSEA,"Daniel Britten, Steve Reeves",2022,Brazil,ACM Digital Library,Q1,27,1.47,N/A
Research on warehouse receipt pledge financing based on blockchain technology,"Kun Ma, Yu Ping Zhou",2024,India,ACM Digital Library,Q2,29,4.86,N/A
Halting the Solana Blockchain with Epsilon Stake,"Jakub Sliwinski, Quentin Kniep, Roger Wattenhofer, Fabian Schaich",2024,India,ACM Digital Library,Q1,5,2.82,N/A
Secure Online Voting System: Blockchain and other Approaches,"Suniti Chouhan, Gajanand Sharma",2023,France,ACM Digital Library,Q4,6,6.65,N/A
"On How Zero-Knowledge Proof Blockchain Mixers Improve, and Worsen User Privacy","Zhipeng Wang, Stefanos Chaliasos, Kaihua Qin, Liyi Zhou, Lifeng Gao, + 3",2023,USA,ACM Digital Library,Q3,97,6.99,N/A
A Blockchain-Enabled Location Privacy-preserving under Local Differential Privacy for Internet of Vehicles,"Miao He, Fenhua Bai, Chi Zhang, Tao Shen, Bei Gong",2022,Canada,ACM Digital Library,Q2,99,7.66,N/A
PipeEdge: A Trusted Pipelining Collaborative Edge Training based on Blockchain,"Liang Yuan, Qiang He, Feifei Chen, Ruihan Dou, Hai Jin, Yun Yang",2023,France,ACM Digital Library,Q2,133,7.84,N/A
The Fourth International Workshop on Smart Data for Blockchain and Distributed Ledger (SDBD'24),"Feida Zhu, Jian Pei, Michael Zeller, Bingxue Zhang",2024,USA,ACM Digital Library,Q2,144,7.22,N/A
Blockchain-Based and Fuzzy Logic-Enabled False Data Discovery for the Intelligent Autonomous Vehicular System,"Ziaur Rahman, Xun Yi, Ibrahim Khalil, Adnan Anwar, Shantanu Pal",2023,USA,ACM Digital Library,Q1,15,3.78,N/A
L2DART: A Trust Management System Integrating Blockchain and Off-Chain Computation,"Andrea De Salve, Luca Franceschi, Andrea Lisi, Paolo Mori, Laura Ricci",2023,UK,ACM Digital Library,Q2,32,6.51,N/A
A Consensus Approach for SDN Controllers based on Blockchain,"Jiacong Li, Hang Lv, Bo Lei, Yunpeng Xie",2022,India,ACM Digital Library,Q2,64,3.22,N/A
A Pattern Language for Blockchain Governance,"Yue Liu, Qinghua Lu, Guangsheng Yu, Hye-Young Paik, Harsha Perera, Liming Zhu",2023,UK,ACM Digital Library,Q2,36,4.56,N/A
ABISchain: Towards a Secure and Scalable Blockchain Using Swarm-based Pruning,"Mohamed Moetez Abdelhamid, Layth Sliman, Raoudha Ben Djemaa, Boussad Ait Salem",2023,India,ACM Digital Library,Q1,25,4.33,N/A
DecFL: An Ubiquitous Decentralized Model Training Protocol and Framework Empowered by Blockchain,"Felix Morsbach, Salman Toor",2021,UK,ACM Digital Library,Q4,57,3.04,N/A
Improving Blockchain Scalability from Storage Perspective,"Qian Wei, Zhaoyan Shen",2023,USA,ACM Digital Library,Q1,66,6.03,N/A
A blockchain-based Access Control Mechanism for IOT,"Houhui Yu, Taowei Chen, Jingyi Wang",2023,Brazil,ACM Digital Library,Q3,75,4.19,N/A
A Survey of Blockchain Based on E-voting Systems,"Yousif Abuidris, Rajesh Kumar, Wang Wenyong",2020,China,ACM Digital Library,Q1,12,1.07,N/A
Games in Public Announcement: How to Reduce System Losses in Optimistic Blockchain Mechanisms,"Siyuan Liu, Yulong Zeng",2025,Brazil,ACM Digital Library,Q3,26,1.38,N/A
Blockchain Technology Adoption via Contractual Coordination Mechanisms,"Saidjahon Hayrutdinov, Ayesha Saeed, Liu Tong",2021,USA,ACM Digital Library,Q1,2,0.67,N/A
Community-Driven Moderation in Blockchain-Based Social Media,"Christian Teguh Prasetya Widjaja, Moeljono Widjaja, Arya Wicaksana",2024,France,ACM Digital Library,Q2,124,6.57,N/A
Data Protection Method with Blockchain against Fabrication of Video by Surveillance Cameras,Ryuya Uda,2020,India,ACM Digital Library,Q2,53,2.97,N/A
Blockchain-based Transaction Scheme for Massive MIMO Channel Estimation,"Yu Huang, Hui Zhi",2023,India,ACM Digital Library,Q1,40,4.04,N/A
Blockchain Solutions in Education,Eman Sayed,2021,China,ACM Digital Library,Q2,108,9.05,N/A
SymBChainSim: A Novel Simulation Tool for Dynamic and Adaptive Blockchain Management and its Trilemma Tradeoff,"Georgios Diamantopoulos, Rami Bahsoon, Nikos Tziritas, Georgios Theodoropoulos",2023,China,ACM Digital Library,Q1,5,5.23,N/A
EnergiPay: Off-chain Payment Channel for Blockchain-enabled Peer-to-peer Energy Trading,"Sid Chi-Kin Chau, Nan Wang, Samuel Karumba",2024,Canada,ACM Digital Library,Q4,33,4.73,N/A
MC Sharding: An Efficient Blockchain Sharding Based on Minimum Cut,"Hui Wang, Wei Xiao Zhang, Yu Zhen Yang, Lan Yan Hu, Donghui Hu",2023,France,ACM Digital Library,Q1,17,2.89,N/A
Trustworthiness Management Based on Blockchain in the Internet of Things,"Xiaoyu Du, Song Tao, Ying Du, Lvzhou Lin",2023,Canada,ACM Digital Library,Q1,4,2.16,N/A
Application Prospect of Blockchain in Renewable Energy Certificates,"Shengnan Zhang, Jiaxing Xuan, Zitong Lyu, Yuchen Fu",2020,France,ACM Digital Library,Q2,46,6.6,N/A
Toward Effective and Efficient DevOps using Blockchain,"Muhammad Azeem Akbar, Sajjad Mahmood, Dominik Siemon",2022,India,ACM Digital Library,Q2,79,3.98,N/A
Prediction of the Consolidation Delay in Blockchain-based Applications,"Simonetta Balsamo, Andrea Marin, Isi Mitrani, Nicola Rebagliati",2021,Brazil,ACM Digital Library,Q1,2,2.06,N/A
CloudArcade: A Blockchain Empowered Cloud Gaming System,"Juntao Zhao, Yuanfang Chi, Zehua Wang, Victor C.M. Leung, Wei Cai",2020,China,ACM Digital Library,Q2,92,7.08,N/A
Blockchain-Based Inter-Provider Agreements for 6G Networks,"Farhana Javed, Josep Mangues-Bafalluy",2023,Canada,ACM Digital Library,Q2,31,3.94,N/A
A blockchain-based Shamir's threshold cryptography for data protection in industrial internet of things of smart city,"Liang Tan, Keping Yu, Caixia Yang, Ali Kashif Bashir",2021,USA,ACM Digital Library,Q3,28,1.7,N/A
An Innovative Blockchain-Based Traceability Framework for Industry 4.0 Cyber-Physical Factory,"William Davis, Mahnoor Yaqoob, Luke Bennett, Stefan Mihai, Dang Viet Hung, + 4",2023,France,ACM Digital Library,Q3,25,1.34,N/A
An analysis of Blockchain-based IoT solutions to overcome current challenges,"Ujwal Gupta, Ziya Javed, Sherin Zafar",2023,Germany,ACM Digital Library,Q3,95,5.98,N/A
Toward High-Performance Blockchain System by Blurring the Line between Ordering and Execution,"Donghyeon Ryu, Chanik Park",2024,USA,ACM Digital Library,Q3,69,5.38,N/A
